"Notes"	"State"	"State Code"	"ICD Chapter"	"ICD Chapter Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Minnesota"	"27"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2009"	"2009"	268	5281203	5.1
	"Minnesota"	"27"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2010"	"2010"	301	5303925	5.7
	"Minnesota"	"27"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2011"	"2011"	309	5344861	5.8
	"Minnesota"	"27"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2012"	"2012"	304	5379139	5.7
	"Minnesota"	"27"	"Diseases of the musculoskeletal system and connective tissue"	"M00-M99"	"2013"	"2013"	259	5420380	4.8
	"Minnesota"	"27"	"Diseases of the genitourinary system"	"N00-N98"	"1999"	"1999"	834	4873481	17.1
	"Minnesota"	"27"	"Diseases of the genitourinary system"	"N00-N98"	"2000"	"2000"	851	4919479	17.3
	"Minnesota"	"27"	"Diseases of the genitourinary system"	"N00-N98"	"2001"	"2001"	932	4982796	18.7
	"Minnesota"	"27"	"Diseases of the genitourinary system"	"N00-N98"	"2002"	"2002"	846	5018935	16.9
	"Minnesota"	"27"	"Diseases of the genitourinary system"	"N00-N98"	"2003"	"2003"	887	5053572	17.6
	"Minnesota"	"27"	"Diseases of the genitourinary system"	"N00-N98"	"2004"	"2004"	896	5087713	17.6
	"Minnesota"	"27"	"Diseases of the genitourinary system"	"N00-N98"	"2005"	"2005"	881	5119598	17.2
	"Minnesota"	"27"	"Diseases of the genitourinary system"	"N00-N98"	"2006"	"2006"	906	5163555	17.5
	"Minnesota"	"27"	"Diseases of the genitourinary system"	"N00-N98"	"2007"	"2007"	986	5207203	18.9
	"Minnesota"	"27"	"Diseases of the genitourinary system"	"N00-N98"	"2008"	"2008"	991	5247018	18.9
	"Minnesota"	"27"	"Diseases of the genitourinary system"	"N00-N98"	"2009"	"2009"	998	5281203	18.9
	"Minnesota"	"27"	"Diseases of the genitourinary system"	"N00-N98"	"2010"	"2010"	1087	5303925	20.5
	"Minnesota"	"27"	"Diseases of the genitourinary system"	"N00-N98"	"2011"	"2011"	920	5344861	17.2
	"Minnesota"	"27"	"Diseases of the genitourinary system"	"N00-N98"	"2012"	"2012"	928	5379139	17.3
	"Minnesota"	"27"	"Diseases of the genitourinary system"	"N00-N98"	"2013"	"2013"	886	5420380	16.3
	"Minnesota"	"27"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"2009"	"2009"	11	5281203	Unreliable
	"Minnesota"	"27"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"2011"	"2011"	13	5344861	Unreliable
	"Minnesota"	"27"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"2012"	"2012"	15	5379139	Unreliable
	"Minnesota"	"27"	"Pregnancy, childbirth and the puerperium"	"O00-O99"	"2013"	"2013"	11	5420380	Unreliable
	"Minnesota"	"27"	"Certain conditions originating in the perinatal period"	"P00-P96"	"1999"	"1999"	164	4873481	3.4
	"Minnesota"	"27"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2000"	"2000"	153	4919479	3.1
	"Minnesota"	"27"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2001"	"2001"	155	4982796	3.1
	"Minnesota"	"27"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2002"	"2002"	160	5018935	3.2
	"Minnesota"	"27"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2003"	"2003"	131	5053572	2.6
	"Minnesota"	"27"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2004"	"2004"	147	5087713	2.9
	"Minnesota"	"27"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2005"	"2005"	159	5119598	3.1
	"Minnesota"	"27"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2006"	"2006"	167	5163555	3.2
	"Minnesota"	"27"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2007"	"2007"	193	5207203	3.7
	"Minnesota"	"27"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2008"	"2008"	201	5247018	3.8
	"Minnesota"	"27"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2009"	"2009"	131	5281203	2.5
	"Minnesota"	"27"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2010"	"2010"	138	5303925	2.6
	"Minnesota"	"27"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2011"	"2011"	133	5344861	2.5
	"Minnesota"	"27"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2012"	"2012"	164	5379139	3.0
	"Minnesota"	"27"	"Certain conditions originating in the perinatal period"	"P00-P96"	"2013"	"2013"	164	5420380	3.0
	"Minnesota"	"27"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"1999"	"1999"	190	4873481	3.9
	"Minnesota"	"27"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2000"	"2000"	206	4919479	4.2
	"Minnesota"	"27"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2001"	"2001"	184	4982796	3.7
	"Minnesota"	"27"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2002"	"2002"	217	5018935	4.3
	"Minnesota"	"27"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2003"	"2003"	189	5053572	3.7
	"Minnesota"	"27"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2004"	"2004"	196	5087713	3.9
	"Minnesota"	"27"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2005"	"2005"	202	5119598	3.9
	"Minnesota"	"27"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2006"	"2006"	189	5163555	3.7
	"Minnesota"	"27"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2007"	"2007"	187	5207203	3.6
	"Minnesota"	"27"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2008"	"2008"	196	5247018	3.7
	"Minnesota"	"27"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2009"	"2009"	163	5281203	3.1
	"Minnesota"	"27"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2010"	"2010"	190	5303925	3.6
	"Minnesota"	"27"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2011"	"2011"	175	5344861	3.3
	"Minnesota"	"27"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2012"	"2012"	192	5379139	3.6
	"Minnesota"	"27"	"Congenital malformations, deformations and chromosomal abnormalities"	"Q00-Q99"	"2013"	"2013"	199	5420380	3.7
	"Minnesota"	"27"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"1999"	"1999"	1039	4873481	21.3
	"Minnesota"	"27"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2000"	"2000"	1128	4919479	22.9
	"Minnesota"	"27"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2001"	"2001"	1135	4982796	22.8
	"Minnesota"	"27"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2002"	"2002"	1105	5018935	22.0
	"Minnesota"	"27"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2003"	"2003"	1283	5053572	25.4
	"Minnesota"	"27"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2004"	"2004"	1197	5087713	23.5
	"Minnesota"	"27"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2005"	"2005"	1306	5119598	25.5
	"Minnesota"	"27"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2006"	"2006"	1304	5163555	25.3
	"Minnesota"	"27"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2007"	"2007"	1341	5207203	25.8
	"Minnesota"	"27"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2008"	"2008"	1352	5247018	25.8
	"Minnesota"	"27"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2009"	"2009"	1306	5281203	24.7
	"Minnesota"	"27"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2010"	"2010"	1316	5303925	24.8
	"Minnesota"	"27"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2011"	"2011"	1241	5344861	23.2
	"Minnesota"	"27"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2012"	"2012"	1216	5379139	22.6
	"Minnesota"	"27"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"R00-R99"	"2013"	"2013"	1069	5420380	19.7
	"Minnesota"	"27"	"External causes of morbidity and mortality"	"V01-Y89"	"1999"	"1999"	2467	4873481	50.6
	"Minnesota"	"27"	"External causes of morbidity and mortality"	"V01-Y89"	"2000"	"2000"	2384	4919479	48.5
	"Minnesota"	"27"	"External causes of morbidity and mortality"	"V01-Y89"	"2001"	"2001"	2504	4982796	50.3
	"Minnesota"	"27"	"External causes of morbidity and mortality"	"V01-Y89"	"2002"	"2002"	2665	5018935	53.1
	"Minnesota"	"27"	"External causes of morbidity and mortality"	"V01-Y89"	"2003"	"2003"	2652	5053572	52.5
	"Minnesota"	"27"	"External causes of morbidity and mortality"	"V01-Y89"	"2004"	"2004"	2643	5087713	51.9
	"Minnesota"	"27"	"External causes of morbidity and mortality"	"V01-Y89"	"2005"	"2005"	2748	5119598	53.7
	"Minnesota"	"27"	"External causes of morbidity and mortality"	"V01-Y89"	"2006"	"2006"	2722	5163555	52.7
	"Minnesota"	"27"	"External causes of morbidity and mortality"	"V01-Y89"	"2007"	"2007"	2890	5207203	55.5
	"Minnesota"	"27"	"External causes of morbidity and mortality"	"V01-Y89"	"2008"	"2008"	2896	5247018	55.2
	"Minnesota"	"27"	"External causes of morbidity and mortality"	"V01-Y89"	"2009"	"2009"	2875	5281203	54.4
	"Minnesota"	"27"	"External causes of morbidity and mortality"	"V01-Y89"	"2010"	"2010"	2949	5303925	55.6
	"Minnesota"	"27"	"External causes of morbidity and mortality"	"V01-Y89"	"2011"	"2011"	3226	5344861	60.4
	"Minnesota"	"27"	"External causes of morbidity and mortality"	"V01-Y89"	"2012"	"2012"	3166	5379139	58.9
	"Minnesota"	"27"	"External causes of morbidity and mortality"	"V01-Y89"	"2013"	"2013"	3315	5420380	61.2
	"Mississippi"	"28"	"Certain infectious and parasitic diseases"	"A00-B99"	"1999"	"1999"	721	2828408	25.5
	"Mississippi"	"28"	"Certain infectious and parasitic diseases"	"A00-B99"	"2000"	"2000"	816	2844658	28.7
	"Mississippi"	"28"	"Certain infectious and parasitic diseases"	"A00-B99"	"2001"	"2001"	833	2852994	29.2
	"Mississippi"	"28"	"Certain infectious and parasitic diseases"	"A00-B99"	"2002"	"2002"	857	2858681	30.0
	"Mississippi"	"28"	"Certain infectious and parasitic diseases"	"A00-B99"	"2003"	"2003"	875	2868312	30.5
	"Mississippi"	"28"	"Certain infectious and parasitic diseases"	"A00-B99"	"2004"	"2004"	827	2889010	28.6
	"Mississippi"	"28"	"Certain infectious and parasitic diseases"	"A00-B99"	"2005"	"2005"	902	2905943	31.0
	"Mississippi"	"28"	"Certain infectious and parasitic diseases"	"A00-B99"	"2006"	"2006"	877	2904978	30.2
	"Mississippi"	"28"	"Certain infectious and parasitic diseases"	"A00-B99"	"2007"	"2007"	848	2928350	29.0
	"Mississippi"	"28"	"Certain infectious and parasitic diseases"	"A00-B99"	"2008"	"2008"	883	2947806	30.0
	"Mississippi"	"28"	"Certain infectious and parasitic diseases"	"A00-B99"	"2009"	"2009"	893	2958774	30.2
	"Mississippi"	"28"	"Certain infectious and parasitic diseases"	"A00-B99"	"2010"	"2010"	840	2967297	28.3
	"Mississippi"	"28"	"Certain infectious and parasitic diseases"	"A00-B99"	"2011"	"2011"	880	2978512	29.5
	"Mississippi"	"28"	"Certain infectious and parasitic diseases"	"A00-B99"	"2012"	"2012"	859	2984926	28.8
	"Mississippi"	"28"	"Certain infectious and parasitic diseases"	"A00-B99"	"2013"	"2013"	1016	2991207	34.0
	"Mississippi"	"28"	"Neoplasms"	"C00-D48"	"1999"	"1999"	6238	2828408	220.5
	"Mississippi"	"28"	"Neoplasms"	"C00-D48"	"2000"	"2000"	6161	2844658	216.6
	"Mississippi"	"28"	"Neoplasms"	"C00-D48"	"2001"	"2001"	6031	2852994	211.4
	"Mississippi"	"28"	"Neoplasms"	"C00-D48"	"2002"	"2002"	6157	2858681	215.4
	"Mississippi"	"28"	"Neoplasms"	"C00-D48"	"2003"	"2003"	6054	2868312	211.1
	"Mississippi"	"28"	"Neoplasms"	"C00-D48"	"2004"	"2004"	6101	2889010	211.2
	"Mississippi"	"28"	"Neoplasms"	"C00-D48"	"2005"	"2005"	6198	2905943	213.3
	"Mississippi"	"28"	"Neoplasms"	"C00-D48"	"2006"	"2006"	6327	2904978	217.8
	"Mississippi"	"28"	"Neoplasms"	"C00-D48"	"2007"	"2007"	6105	2928350	208.5
	"Mississippi"	"28"	"Neoplasms"	"C00-D48"	"2008"	"2008"	6294	2947806	213.5
	"Mississippi"	"28"	"Neoplasms"	"C00-D48"	"2009"	"2009"	6233	2958774	210.7
	"Mississippi"	"28"	"Neoplasms"	"C00-D48"	"2010"	"2010"	6383	2967297	215.1
	"Mississippi"	"28"	"Neoplasms"	"C00-D48"	"2011"	"2011"	6409	2978512	215.2
	"Mississippi"	"28"	"Neoplasms"	"C00-D48"	"2012"	"2012"	6629	2984926	222.1
	"Mississippi"	"28"	"Neoplasms"	"C00-D48"	"2013"	"2013"	6637	2991207	221.9
	"Mississippi"	"28"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"1999"	"1999"	108	2828408	3.8
	"Mississippi"	"28"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2000"	"2000"	132	2844658	4.6
	"Mississippi"	"28"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2001"	"2001"	116	2852994	4.1
	"Mississippi"	"28"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2002"	"2002"	132	2858681	4.6
	"Mississippi"	"28"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2003"	"2003"	127	2868312	4.4
	"Mississippi"	"28"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2004"	"2004"	97	2889010	3.4
	"Mississippi"	"28"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2005"	"2005"	118	2905943	4.1
	"Mississippi"	"28"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2006"	"2006"	114	2904978	3.9
	"Mississippi"	"28"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2007"	"2007"	108	2928350	3.7
	"Mississippi"	"28"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2008"	"2008"	125	2947806	4.2
	"Mississippi"	"28"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2009"	"2009"	150	2958774	5.1
	"Mississippi"	"28"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2010"	"2010"	129	2967297	4.3
	"Mississippi"	"28"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2011"	"2011"	140	2978512	4.7
	"Mississippi"	"28"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2012"	"2012"	118	2984926	4.0
	"Mississippi"	"28"	"Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism"	"D50-D89"	"2013"	"2013"	121	2991207	4.0
	"Mississippi"	"28"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"1999"	"1999"	836	2828408	29.6
	"Mississippi"	"28"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"2000"	"2000"	924	2844658	32.5
	"Mississippi"	"28"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"2001"	"2001"	912	2852994	32.0
	"Mississippi"	"28"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"2002"	"2002"	944	2858681	33.0
	"Mississippi"	"28"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"2003"	"2003"	956	2868312	33.3
	"Mississippi"	"28"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"2004"	"2004"	942	2889010	32.6
	"Mississippi"	"28"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"2005"	"2005"	952	2905943	32.8
	"Mississippi"	"28"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"2006"	"2006"	950	2904978	32.7
	"Mississippi"	"28"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"2007"	"2007"	916	2928350	31.3
	"Mississippi"	"28"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"2008"	"2008"	1038	2947806	35.2
	"Mississippi"	"28"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"2009"	"2009"	1194	2958774	40.4
	"Mississippi"	"28"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"2010"	"2010"	1246	2967297	42.0
	"Mississippi"	"28"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"2011"	"2011"	1302	2978512	43.7
	"Mississippi"	"28"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"2012"	"2012"	1346	2984926	45.1
	"Mississippi"	"28"	"Endocrine, nutritional and metabolic diseases"	"E00-E88"	"2013"	"2013"	1385	2991207	46.3
	"Mississippi"	"28"	"Mental and behavioural disorders"	"F01-F99"	"1999"	"1999"	254	2828408	9.0
	"Mississippi"	"28"	"Mental and behavioural disorders"	"F01-F99"	"2000"	"2000"	315	2844658	11.1
	"Mississippi"	"28"	"Mental and behavioural disorders"	"F01-F99"	"2001"	"2001"	323	2852994	11.3
	"Mississippi"	"28"	"Mental and behavioural disorders"	"F01-F99"	"2002"	"2002"	452	2858681	15.8
	"Mississippi"	"28"	"Mental and behavioural disorders"	"F01-F99"	"2003"	"2003"	476	2868312	16.6
	"Mississippi"	"28"	"Mental and behavioural disorders"	"F01-F99"	"2004"	"2004"	542	2889010	18.8
	"Mississippi"	"28"	"Mental and behavioural disorders"	"F01-F99"	"2005"	"2005"	646	2905943	22.2
	"Mississippi"	"28"	"Mental and behavioural disorders"	"F01-F99"	"2006"	"2006"	711	2904978	24.5
	"Mississippi"	"28"	"Mental and behavioural disorders"	"F01-F99"	"2007"	"2007"	722	2928350	24.7
	"Mississippi"	"28"	"Mental and behavioural disorders"	"F01-F99"	"2008"	"2008"	836	2947806	28.4
	"Mississippi"	"28"	"Mental and behavioural disorders"	"F01-F99"	"2009"	"2009"	791	2958774	26.7
	"Mississippi"	"28"	"Mental and behavioural disorders"	"F01-F99"	"2010"	"2010"	911	2967297	30.7
	"Mississippi"	"28"	"Mental and behavioural disorders"	"F01-F99"	"2011"	"2011"	1026	2978512	34.4
	"Mississippi"	"28"	"Mental and behavioural disorders"	"F01-F99"	"2012"	"2012"	1257	2984926	42.1
	"Mississippi"	"28"	"Mental and behavioural disorders"	"F01-F99"	"2013"	"2013"	1424	2991207	47.6
	"Mississippi"	"28"	"Diseases of the nervous system"	"G00-G98"	"1999"	"1999"	752	2828408	26.6
	"Mississippi"	"28"	"Diseases of the nervous system"	"G00-G98"	"2000"	"2000"	831	2844658	29.2
	"Mississippi"	"28"	"Diseases of the nervous system"	"G00-G98"	"2001"	"2001"	861	2852994	30.2
	"Mississippi"	"28"	"Diseases of the nervous system"	"G00-G98"	"2002"	"2002"	986	2858681	34.5
	"Mississippi"	"28"	"Diseases of the nervous system"	"G00-G98"	"2003"	"2003"	1037	2868312	36.2
	"Mississippi"	"28"	"Diseases of the nervous system"	"G00-G98"	"2004"	"2004"	1072	2889010	37.1
	"Mississippi"	"28"	"Diseases of the nervous system"	"G00-G98"	"2005"	"2005"	1167	2905943	40.2
	"Mississippi"	"28"	"Diseases of the nervous system"	"G00-G98"	"2006"	"2006"	1227	2904978	42.2
	"Mississippi"	"28"	"Diseases of the nervous system"	"G00-G98"	"2007"	"2007"	1267	2928350	43.3
	"Mississippi"	"28"	"Diseases of the nervous system"	"G00-G98"	"2008"	"2008"	1404	2947806	47.6
	"Mississippi"	"28"	"Diseases of the nervous system"	"G00-G98"	"2009"	"2009"	1397	2958774	47.2
	"Mississippi"	"28"	"Diseases of the nervous system"	"G00-G98"	"2010"	"2010"	1455	2967297	49.0
	"Mississippi"	"28"	"Diseases of the nervous system"	"G00-G98"	"2011"	"2011"	1512	2978512	50.8
	"Mississippi"	"28"	"Diseases of the nervous system"	"G00-G98"	"2012"	"2012"	1492	2984926	50.0
	"Mississippi"	"28"	"Diseases of the nervous system"	"G00-G98"	"2013"	"2013"	1527	2991207	51.0
	"Mississippi"	"28"	"Diseases of the circulatory system"	"I00-I99"	"1999"	"1999"	11821	2828408	417.9
	"Mississippi"	"28"	"Diseases of the circulatory system"	"I00-I99"	"2000"	"2000"	11903	2844658	418.4
	"Mississippi"	"28"	"Diseases of the circulatory system"	"I00-I99"	"2001"	"2001"	11660	2852994	408.7
	"Mississippi"	"28"	"Diseases of the circulatory system"	"I00-I99"	"2002"	"2002"	11661	2858681	407.9
	"Mississippi"	"28"	"Diseases of the circulatory system"	"I00-I99"	"2003"	"2003"	11127	2868312	387.9
	"Mississippi"	"28"	"Diseases of the circulatory system"	"I00-I99"	"2004"	"2004"	10609	2889010	367.2
	"Mississippi"	"28"	"Diseases of the circulatory system"	"I00-I99"	"2005"	"2005"	10979	2905943	377.8
	"Mississippi"	"28"	"Diseases of the circulatory system"	"I00-I99"	"2006"	"2006"	10348	2904978	356.2
	"Mississippi"	"28"	"Diseases of the circulatory system"	"I00-I99"	"2007"	"2007"	10316	2928350	352.3
	"Mississippi"	"28"	"Diseases of the circulatory system"	"I00-I99"	"2008"	"2008"	10295	2947806	349.2
	"Mississippi"	"28"	"Diseases of the circulatory system"	"I00-I99"	"2009"	"2009"	9703	2958774	327.9
	"Mississippi"	"28"	"Diseases of the circulatory system"	"I00-I99"	"2010"	"2010"	9830	2967297	331.3
	"Mississippi"	"28"	"Diseases of the circulatory system"	"I00-I99"	"2011"	"2011"	9602	2978512	322.4
	"Mississippi"	"28"	"Diseases of the circulatory system"	"I00-I99"	"2012"	"2012"	9582	2984926	321.0
	"Mississippi"	"28"	"Diseases of the circulatory system"	"I00-I99"	"2013"	"2013"	9921	2991207	331.7
	"Mississippi"	"28"	"Diseases of the respiratory system"	"J00-J98"	"1999"	"1999"	2556	2828408	90.4
	"Mississippi"	"28"	"Diseases of the respiratory system"	"J00-J98"	"2000"	"2000"	2567	2844658	90.2
	"Mississippi"	"28"	"Diseases of the respiratory system"	"J00-J98"	"2001"	"2001"	2604	2852994	91.3
	"Mississippi"	"28"	"Diseases of the respiratory system"	"J00-J98"	"2002"	"2002"	2706	2858681	94.7
	"Mississippi"	"28"	"Diseases of the respiratory system"	"J00-J98"	"2003"	"2003"	2735	2868312	95.4
	"Mississippi"	"28"	"Diseases of the respiratory system"	"J00-J98"	"2004"	"2004"	2533	2889010	87.7
	"Mississippi"	"28"	"Diseases of the respiratory system"	"J00-J98"	"2005"	"2005"	2698	2905943	92.8
	"Mississippi"	"28"	"Diseases of the respiratory system"	"J00-J98"	"2006"	"2006"	2583	2904978	88.9
	"Mississippi"	"28"	"Diseases of the respiratory system"	"J00-J98"	"2007"	"2007"	2535	2928350	86.6
	"Mississippi"	"28"	"Diseases of the respiratory system"	"J00-J98"	"2008"	"2008"	2748	2947806	93.2
	"Mississippi"	"28"	"Diseases of the respiratory system"	"J00-J98"	"2009"	"2009"	2738	2958774	92.5
	"Mississippi"	"28"	"Diseases of the respiratory system"	"J00-J98"	"2010"	"2010"	2864	2967297	96.5
	"Mississippi"	"28"	"Diseases of the respiratory system"	"J00-J98"	"2011"	"2011"	2930	2978512	98.4
	"Mississippi"	"28"	"Diseases of the respiratory system"	"J00-J98"	"2012"	"2012"	2904	2984926	97.3
	"Mississippi"	"28"	"Diseases of the respiratory system"	"J00-J98"	"2013"	"2013"	3257	2991207	108.9
	"Mississippi"	"28"	"Diseases of the digestive system"	"K00-K92"	"1999"	"1999"	917	2828408	32.4
	"Mississippi"	"28"	"Diseases of the digestive system"	"K00-K92"	"2000"	"2000"	932	2844658	32.8
	"Mississippi"	"28"	"Diseases of the digestive system"	"K00-K92"	"2001"	"2001"	928	2852994	32.5
	"Mississippi"	"28"	"Diseases of the digestive system"	"K00-K92"	"2002"	"2002"	889	2858681	31.1
	"Mississippi"	"28"	"Diseases of the digestive system"	"K00-K92"	"2003"	"2003"	879	2868312	30.6
	"Mississippi"	"28"	"Diseases of the digestive system"	"K00-K92"	"2004"	"2004"	940	2889010	32.5
	"Mississippi"	"28"	"Diseases of the digestive system"	"K00-K92"	"2005"	"2005"	953	2905943	32.8
	"Mississippi"	"28"	"Diseases of the digestive system"	"K00-K92"	"2006"	"2006"	935	2904978	32.2
	"Mississippi"	"28"	"Diseases of the digestive system"	"K00-K92"	"2007"	"2007"	919	2928350	31.4
	"Mississippi"	"28"	"Diseases of the digestive system"	"K00-K92"	"2008"	"2008"	942	2947806	32.0
	"Mississippi"	"28"	"Diseases of the digestive system"	"K00-K92"	"2009"	"2009"	887	2958774	30.0
	"Mississippi"	"28"	"Diseases of the digestive system"	"K00-K92"	"2010"	"2010"	936	2967297	31.5
	"Mississippi"	"28"	"Diseases of the digestive system"	"K00-K92"	"2011"	"2011"	1014	2978512	34.0
	"Mississippi"	"28"	"Diseases of the digestive system"	"K00-K92"	"2012"	"2012"	1008	2984926	33.8
	"Mississippi"	"28"	"Diseases of the digestive system"	"K00-K92"	"2013"	"2013"	976	2991207	32.6
	"Mississippi"	"28"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"1999"	"1999"	58	2828408	2.1
	"Mississippi"	"28"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2000"	"2000"	78	2844658	2.7
	"Mississippi"	"28"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2001"	"2001"	58	2852994	2.0
	"Mississippi"	"28"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2002"	"2002"	63	2858681	2.2
	"Mississippi"	"28"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2003"	"2003"	77	2868312	2.7
	"Mississippi"	"28"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2004"	"2004"	60	2889010	2.1
	"Mississippi"	"28"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2005"	"2005"	69	2905943	2.4
	"Mississippi"	"28"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2006"	"2006"	47	2904978	1.6
	"Mississippi"	"28"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2007"	"2007"	67	2928350	2.3
	"Mississippi"	"28"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2008"	"2008"	61	2947806	2.1
	"Mississippi"	"28"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2009"	"2009"	67	2958774	2.3
	"Mississippi"	"28"	"Diseases of the skin and subcutaneous tissue"	"L00-L98"	"2010"	"2010"	55	2967297	1.9
